uniq_isos	iso_ensts	iso_ensgs	iso_ensgvs	iso_gnames	iso_descs	filtered	regulator
REG3A	REG3A	ENSG00000172016	REG3A	REG3A	gene	0	0
REG3G	REG3G	ENSG00000143954	REG3G	REG3G	gene	0	0
REG4	REG4	ENSG00000134193	REG4	REG4	gene	0	0
REL	REL	ENSG00000162924	REL	REL	gene	0	1
RELA	RELA	ENSG00000173039	RELA	RELA	gene	0	1
RELB	RELB	ENSG00000104856	RELB	RELB	gene	0	1
RELL1	RELL1	ENSG00000181826	RELL1	RELL1	gene	0	0
RELL2	RELL2	ENSG00000164620	RELL2	RELL2	gene	0	0
RELN	RELN	ENSG00000189056	RELN	RELN	gene	0	0
RELT	RELT	ENSG00000054967	RELT	RELT	gene	0	0
REM1	REM1	ENSG00000088320	REM1	REM1	gene	0	0
REM2	REM2	ENSG00000139890	REM2	REM2	gene	0	0
REN	REN	ENSG00000143839	REN	REN	gene	0	0
RENBP	RENBP	ENSG00000102032	RENBP	RENBP	gene	0	0
REP15	REP15	ENSG00000174236	REP15	REP15	gene	0	0
REPIN1	REPIN1	ENSG00000214022	REPIN1	REPIN1	gene	0	0
REPS1	REPS1	ENSG00000135597	REPS1	REPS1	gene	0	0
REPS2	REPS2	ENSG00000169891	REPS2	REPS2	gene	0	0
RER1	RER1	ENSG00000157916	RER1	RER1	gene	0	0
RERE	RERE	ENSG00000142599	RERE	RERE	gene	0	1
REREP3	REREP3	unmapped-none	REREP3	REREP3	gene	0	0
RERG	RERG	ENSG00000134533	RERG	RERG	gene	0	0
RERGL	RERGL	ENSG00000111404	RERGL	RERGL	gene	0	0
RESP18	RESP18	ENSG00000182698	RESP18	RESP18	gene	0	0
REST	REST	ENSG00000084093	REST	REST	gene	0	1
RET	RET	ENSG00000165731	RET	RET	gene	0	0
RETN	RETN	ENSG00000104918	RETN	RETN	gene	0	0
RETNLB	RETNLB	ENSG00000163515	RETNLB	RETNLB	gene	0	0
RETSAT	RETSAT	ENSG00000042445	RETSAT	RETSAT	gene	0	0
REV1	REV1	ENSG00000135945	REV1	REV1	gene	0	0
REV3L	REV3L	ENSG00000009413	REV3L	REV3L	gene	0	0
REXO1	REXO1	ENSG00000079313	REXO1	REXO1	gene	0	0
REXO1L1	REXO1L1	unmapped-none	REXO1L1	REXO1L1	gene	0	0
REXO2	REXO2	ENSG00000076043	REXO2	REXO2	gene	0	0
REXO4	REXO4	ENSG00000280706	REXO4	REXO4	gene	0	0
RFC1	RFC1	ENSG00000035928	RFC1	RFC1	gene	0	0
RFC2	RFC2	ENSG00000049541	RFC2	RFC2	gene	0	0
RFC3	RFC3	ENSG00000133119	RFC3	RFC3	gene	0	0
RFC4	RFC4	ENSG00000163918	RFC4	RFC4	gene	0	0
RFC5	RFC5	ENSG00000111445	RFC5	RFC5	gene	0	0
RFESD	RFESD	ENSG00000175449	RFESD	RFESD	gene	0	0
RFFL	RFFL	ENSG00000092871	RFFL	RFFL	gene	0	0
RFK	RFK	ENSG00000135002	RFK	RFK	gene	0	0
RFNG	RFNG	ENSG00000169733	RFNG	RFNG	gene	0	0
RFPL1	RFPL1	ENSG00000128250	RFPL1	RFPL1	gene	0	0
RFPL1-AS1	RFPL1-AS1	unmapped-none	RFPL1-AS1	RFPL1-AS1	gene	0	0
RFPL2	RFPL2	ENSG00000128253	RFPL2	RFPL2	gene	0	0
RFPL3	RFPL3	ENSG00000128276	RFPL3	RFPL3	gene	0	0
RFPL3-AS1	RFPL3-AS1	unmapped-none	RFPL3-AS1	RFPL3-AS1	gene	0	0
RFPL4A	RFPL4A	ENSG00000223638	RFPL4A	RFPL4A	gene	0	0
RFPL4B	RFPL4B	ENSG00000251258	RFPL4B	RFPL4B	gene	0	0
RFT1	RFT1	ENSG00000163933	RFT1	RFT1	gene	0	0
RFTN1	RFTN1	ENSG00000131378	RFTN1	RFTN1	gene	0	0
RFTN2	RFTN2	ENSG00000162944	RFTN2	RFTN2	gene	0	0
RFWD2	RFWD2	ENSG00000143207	RFWD2	RFWD2	gene	0	0
RFWD3	RFWD3	ENSG00000168411	RFWD3	RFWD3	gene	0	0
RFX1	RFX1	ENSG00000132005	RFX1	RFX1	gene	0	1
RFX2	RFX2	ENSG00000087903	RFX2	RFX2	gene	0	1
RFX3	RFX3	ENSG00000080298	RFX3	RFX3	gene	0	1
RFX4	RFX4	ENSG00000111783	RFX4	RFX4	gene	0	1
RFX5	RFX5	ENSG00000143390	RFX5	RFX5	gene	0	1
RFX6	RFX6	ENSG00000185002	RFX6	RFX6	gene	0	1
RFX7	RFX7	ENSG00000181827	RFX7	RFX7	gene	0	1
RFX8	RFX8	ENSG00000196460	RFX8	RFX8	gene	0	1
RFXANK	RFXANK	ENSG00000064490	RFXANK	RFXANK	gene	0	1
RFXAP	RFXAP	ENSG00000133111	RFXAP	RFXAP	gene	0	1
RG9MTD1	RG9MTD1	unmapped-none	RG9MTD1	RG9MTD1	gene	0	0
RG9MTD2	RG9MTD2	unmapped-none	RG9MTD2	RG9MTD2	gene	0	0
RG9MTD3	RG9MTD3	unmapped-none	RG9MTD3	RG9MTD3	gene	0	0
RGAG1	RGAG1	ENSG00000243978	RGAG1	RGAG1	gene	0	0
RGAG4	RGAG4	ENSG00000242732	RGAG4	RGAG4	gene	0	0
RGL1	RGL1	ENSG00000143344	RGL1	RGL1	gene	0	0
RGL2	RGL2	ENSG00000237825	RGL2	RGL2	gene	0	0
RGL3	RGL3	ENSG00000205517	RGL3	RGL3	gene	0	0
RGL4	RGL4	ENSG00000159496	RGL4	RGL4	gene	0	0
RGMA	RGMA	ENSG00000182175	RGMA	RGMA	gene	0	0
RGMB	RGMB	ENSG00000174136	RGMB	RGMB	gene	0	0
RGN	RGN	ENSG00000130988	RGN	RGN	gene	0	0
RGNEF	RGNEF	unmapped-none	RGNEF	RGNEF	gene	0	0
RGP1	RGP1	ENSG00000107185	RGP1	RGP1	gene	0	0
RGPD1	RGPD1	ENSG00000187627	RGPD1	RGPD1	gene	0	0
RGPD2	RGPD2	ENSG00000185304	RGPD2	RGPD2	gene	0	0
RGPD3	RGPD3	ENSG00000153165	RGPD3	RGPD3	gene	0	0
RGPD4	RGPD4	ENSG00000196862	RGPD4	RGPD4	gene	0	0
RGPD5	RGPD5	unmapped-many	RGPD5	RGPD5	gene	0	0
RGPD6	RGPD6	ENSG00000183054	RGPD6	RGPD6	gene	0	0
RGPD8	RGPD8	ENSG00000169629	RGPD8	RGPD8	gene	0	0
RGR	RGR	ENSG00000148604	RGR	RGR	gene	0	0
RGS1	RGS1	ENSG00000090104	RGS1	RGS1	gene	0	0
RGS10	RGS10	ENSG00000148908	RGS10	RGS10	gene	0	0
RGS11	RGS11	ENSG00000076344	RGS11	RGS11	gene	0	0
RGS12	RGS12	ENSG00000159788	RGS12	RGS12	gene	0	0
RGS13	RGS13	ENSG00000127074	RGS13	RGS13	gene	0	0
RGS14	RGS14	ENSG00000169220	RGS14	RGS14	gene	0	0
RGS16	RGS16	ENSG00000143333	RGS16	RGS16	gene	0	0
RGS17	RGS17	ENSG00000091844	RGS17	RGS17	gene	0	0
RGS18	RGS18	ENSG00000150681	RGS18	RGS18	gene	0	0
RGS19	RGS19	ENSG00000171700	RGS19	RGS19	gene	0	0
RGS2	RGS2	ENSG00000116741	RGS2	RGS2	gene	0	0
RGS20	RGS20	ENSG00000147509	RGS20	RGS20	gene	0	0
RGS21	RGS21	ENSG00000253148	RGS21	RGS21	gene	0	0
RGS22	RGS22	ENSG00000132554	RGS22	RGS22	gene	0	0
RGS3	RGS3	ENSG00000138835	RGS3	RGS3	gene	0	0
RGS4	RGS4	ENSG00000117152	RGS4	RGS4	gene	0	0
RGS5	RGS5	unmapped-many	RGS5	RGS5	gene	0	0
RGS6	RGS6	ENSG00000182732	RGS6	RGS6	gene	0	0
RGS7	RGS7	ENSG00000182901	RGS7	RGS7	gene	0	0
RGS7BP	RGS7BP	ENSG00000186479	RGS7BP	RGS7BP	gene	0	0
RGS8	RGS8	ENSG00000135824	RGS8	RGS8	gene	0	0
RGS9	RGS9	ENSG00000108370	RGS9	RGS9	gene	0	0
RGS9BP	RGS9BP	ENSG00000186326	RGS9BP	RGS9BP	gene	0	0
RGSL1	RGSL1	ENSG00000121446	RGSL1	RGSL1	gene	0	0
RHAG	RHAG	ENSG00000112077	RHAG	RHAG	gene	0	0
RHBDD1	RHBDD1	ENSG00000144468	RHBDD1	RHBDD1	gene	0	0
RHBDD2	RHBDD2	ENSG00000005486	RHBDD2	RHBDD2	gene	0	0
RHBDD3	RHBDD3	ENSG00000100263	RHBDD3	RHBDD3	gene	0	0
RHBDF1	RHBDF1	ENSG00000007384	RHBDF1	RHBDF1	gene	0	0
RHBDF2	RHBDF2	ENSG00000129667	RHBDF2	RHBDF2	gene	0	0
RHBDL1	RHBDL1	ENSG00000103269	RHBDL1	RHBDL1	gene	0	0
RHBDL2	RHBDL2	ENSG00000158315	RHBDL2	RHBDL2	gene	0	0
RHBDL3	RHBDL3	ENSG00000141314	RHBDL3	RHBDL3	gene	0	0
RHBG	RHBG	ENSG00000132677	RHBG	RHBG	gene	0	0
RHCE	RHCE	ENSG00000188672	RHCE	RHCE	gene	0	0
RHCG	RHCG	ENSG00000140519	RHCG	RHCG	gene	0	0
RHD	RHD	ENSG00000187010	RHD	RHD	gene	0	0
RHEB	RHEB	ENSG00000106615	RHEB	RHEB	gene	0	0
RHEBL1	RHEBL1	ENSG00000167550	RHEBL1	RHEBL1	gene	0	0
RHO	RHO	ENSG00000163914	RHO	RHO	gene	0	0
RHOA	RHOA	ENSG00000067560	RHOA	RHOA	gene	0	0
RHOB	RHOB	ENSG00000143878	RHOB	RHOB	gene	0	0
RHOBTB1	RHOBTB1	ENSG00000072422	RHOBTB1	RHOBTB1	gene	0	0
RHOBTB2	RHOBTB2	ENSG00000008853	RHOBTB2	RHOBTB2	gene	0	0
RHOBTB3	RHOBTB3	ENSG00000164292	RHOBTB3	RHOBTB3	gene	0	0
RHOC	RHOC	ENSG00000155366	RHOC	RHOC	gene	0	0
RHOD	RHOD	ENSG00000173156	RHOD	RHOD	gene	0	0
RHOF	RHOF	ENSG00000139725	RHOF	RHOF	gene	0	0
RHOG	RHOG	ENSG00000177105	RHOG	RHOG	gene	0	0
RHOH	RHOH	ENSG00000168421	RHOH	RHOH	gene	0	0
RHOJ	RHOJ	ENSG00000126785	RHOJ	RHOJ	gene	0	0
RHOQ	RHOQ	ENSG00000119729	RHOQ	RHOQ	gene	0	0
RHOT1	RHOT1	ENSG00000126858	RHOT1	RHOT1	gene	0	0
RHOT2	RHOT2	ENSG00000140983	RHOT2	RHOT2	gene	0	0
RHOU	RHOU	ENSG00000116574	RHOU	RHOU	gene	0	0
RHOV	RHOV	ENSG00000104140	RHOV	RHOV	gene	0	0
RHOXF1	RHOXF1	ENSG00000101883	RHOXF1	RHOXF1	gene	0	1
RHOXF2	RHOXF2	ENSG00000131721	RHOXF2	RHOXF2	gene	0	1
RHOXF2B	RHOXF2B	ENSG00000203989	RHOXF2B	RHOXF2B	gene	0	1
RHPN1	RHPN1	ENSG00000158106	RHPN1	RHPN1	gene	0	0
RHPN2	RHPN2	ENSG00000131941	RHPN2	RHPN2	gene	0	0
RIBC1	RIBC1	ENSG00000158423	RIBC1	RIBC1	gene	0	0
RIBC2	RIBC2	ENSG00000128408	RIBC2	RIBC2	gene	0	0
RIC3	RIC3	ENSG00000166405	RIC3	RIC3	gene	0	0
RIC8A	RIC8A	ENSG00000177963	RIC8A	RIC8A	gene	0	0
RIC8B	RIC8B	ENSG00000111785	RIC8B	RIC8B	gene	0	0
RICTOR	RICTOR	ENSG00000164327	RICTOR	RICTOR	gene	0	0
RIF1	RIF1	ENSG00000080345	RIF1	RIF1	gene	0	0
RIIAD1	RIIAD1	ENSG00000178796	RIIAD1	RIIAD1	gene	0	0
RILP	RILP	ENSG00000274145	RILP	RILP	gene	0	0
RILPL1	RILPL1	ENSG00000188026	RILPL1	RILPL1	gene	0	0
RILPL2	RILPL2	ENSG00000150977	RILPL2	RILPL2	gene	0	0
RIMBP2	RIMBP2	ENSG00000060709	RIMBP2	RIMBP2	gene	0	0
RIMBP3	RIMBP3	ENSG00000275793	RIMBP3	RIMBP3	gene	0	0
RIMBP3B	RIMBP3B	ENSG00000274600	RIMBP3B	RIMBP3B	gene	0	0
RIMBP3C	RIMBP3C	ENSG00000183246	RIMBP3C	RIMBP3C	gene	0	0
RIMKLA	RIMKLA	ENSG00000177181	RIMKLA	RIMKLA	gene	0	0
RIMKLB	RIMKLB	ENSG00000166532	RIMKLB	RIMKLB	gene	0	0
RIMS1	RIMS1	ENSG00000079841	RIMS1	RIMS1	gene	0	0
RIMS2	RIMS2	ENSG00000176406	RIMS2	RIMS2	gene	0	0
RIMS3	RIMS3	ENSG00000117016	RIMS3	RIMS3	gene	0	0
RIMS4	RIMS4	ENSG00000101098	RIMS4	RIMS4	gene	0	0
RIN1	RIN1	ENSG00000174791	RIN1	RIN1	gene	0	0
RIN2	RIN2	ENSG00000132669	RIN2	RIN2	gene	0	0
RIN3	RIN3	ENSG00000100599	RIN3	RIN3	gene	0	0
RING1	RING1	ENSG00000235107	RING1	RING1	gene	0	0
RINL	RINL	ENSG00000282895	RINL	RINL	gene	0	0
RINT1	RINT1	ENSG00000135249	RINT1	RINT1	gene	0	0
RIOK1	RIOK1	ENSG00000124784	RIOK1	RIOK1	gene	0	0
RIOK2	RIOK2	ENSG00000058729	RIOK2	RIOK2	gene	0	0
RIOK3	RIOK3	ENSG00000101782	RIOK3	RIOK3	gene	0	0
RIPK1	RIPK1	ENSG00000137275	RIPK1	RIPK1	gene	0	0
RIPK2	RIPK2	ENSG00000104312	RIPK2	RIPK2	gene	0	0
RIPK3	RIPK3	ENSG00000129465	RIPK3	RIPK3	gene	0	0
RIPK4	RIPK4	ENSG00000183421	RIPK4	RIPK4	gene	0	0
RIPPLY1	RIPPLY1	ENSG00000147223	RIPPLY1	RIPPLY1	gene	0	0
RIPPLY2	RIPPLY2	ENSG00000203877	RIPPLY2	RIPPLY2	gene	0	0
RIT1	RIT1	ENSG00000143622	RIT1	RIT1	gene	0	0
RIT2	RIT2	ENSG00000152214	RIT2	RIT2	gene	0	0
RLBP1	RLBP1	ENSG00000140522	RLBP1	RLBP1	gene	0	0
RLF	RLF	ENSG00000117000	RLF	RLF	gene	0	1
RLIM	RLIM	ENSG00000131263	RLIM	RLIM	gene	0	0
RLN1	RLN1	ENSG00000107018	RLN1	RLN1	gene	0	0
RLN2	RLN2	ENSG00000107014	RLN2	RLN2	gene	0	0
RLN3	RLN3	ENSG00000171136	RLN3	RLN3	gene	0	0
RLTPR	RLTPR	unmapped-none	RLTPR	RLTPR	gene	0	0
RMI1	RMI1	ENSG00000178966	RMI1	RMI1	gene	0	0
RMI2	RMI2	ENSG00000175643	RMI2	RMI2	gene	0	0
RMND1	RMND1	ENSG00000155906	RMND1	RMND1	gene	0	0
RMND5A	RMND5A	ENSG00000153561	RMND5A	RMND5A	gene	0	0
RMND5B	RMND5B	ENSG00000145916	RMND5B	RMND5B	gene	0	0
RMRP	RMRP	unmapped-many	RMRP	RMRP	gene	0	0
RMST	RMST	ENSG00000255794	RMST	RMST	gene	0	0
RNASE1	RNASE1	ENSG00000129538	RNASE1	RNASE1	gene	0	0
RNASE10	RNASE10	ENSG00000182545	RNASE10	RNASE10	gene	0	0
RNASE11	RNASE11	ENSG00000173464	RNASE11	RNASE11	gene	0	0
RNASE12	RNASE12	ENSG00000258436	RNASE12	RNASE12	gene	0	0
RNASE13	RNASE13	ENSG00000206150	RNASE13	RNASE13	gene	0	0
RNASE2	RNASE2	ENSG00000169385	RNASE2	RNASE2	gene	0	0
RNASE3	RNASE3	ENSG00000169397	RNASE3	RNASE3	gene	0	0
RNASE4	RNASE4	ENSG00000258818	RNASE4	RNASE4	gene	0	0
RNASE6	RNASE6	ENSG00000169413	RNASE6	RNASE6	gene	0	0
RNASE7	RNASE7	ENSG00000165799	RNASE7	RNASE7	gene	0	0
RNASE8	RNASE8	ENSG00000173431	RNASE8	RNASE8	gene	0	0
RNASE9	RNASE9	ENSG00000188655	RNASE9	RNASE9	gene	0	0
RNASEH1	RNASEH1	ENSG00000171865	RNASEH1	RNASEH1	gene	0	0
RNASEH2A	RNASEH2A	ENSG00000104889	RNASEH2A	RNASEH2A	gene	0	0
RNASEH2B	RNASEH2B	ENSG00000136104	RNASEH2B	RNASEH2B	gene	0	0
RNASEH2C	RNASEH2C	ENSG00000172922	RNASEH2C	RNASEH2C	gene	0	0
RNASEK	RNASEK	ENSG00000219200	RNASEK	RNASEK	gene	0	0
RNASEK-C17ORF49	RNASEK-C17ORF49	ENSG00000161939	RNASEK-C17ORF49	RNASEK-C17ORF49	gene	0	0
RNASEL	RNASEL	ENSG00000135828	RNASEL	RNASEL	gene	0	0
RNASET2	RNASET2	ENSG00000026297	RNASET2	RNASET2	gene	0	0
RND1	RND1	ENSG00000172602	RND1	RND1	gene	0	0
RND2	RND2	ENSG00000108830	RND2	RND2	gene	0	0
RND3	RND3	ENSG00000115963	RND3	RND3	gene	0	0
RNF10	RNF10	ENSG00000022840	RNF10	RNF10	gene	0	0
RNF103	RNF103	ENSG00000239305	RNF103	RNF103	gene	0	0
RNF103-CHMP3	RNF103-CHMP3	ENSG00000249884	RNF103-CHMP3	RNF103-CHMP3	gene	0	0
RNF11	RNF11	ENSG00000123091	RNF11	RNF11	gene	0	0
RNF111	RNF111	ENSG00000157450	RNF111	RNF111	gene	0	0
RNF112	RNF112	ENSG00000128482	RNF112	RNF112	gene	0	0
RNF113A	RNF113A	ENSG00000125352	RNF113A	RNF113A	gene	0	0
RNF113B	RNF113B	ENSG00000139797	RNF113B	RNF113B	gene	0	0
RNF114	RNF114	ENSG00000124226	RNF114	RNF114	gene	0	0
RNF115	RNF115	ENSG00000265491	RNF115	RNF115	gene	0	0
RNF121	RNF121	ENSG00000137522	RNF121	RNF121	gene	0	0
RNF122	RNF122	ENSG00000133874	RNF122	RNF122	gene	0	0
RNF123	RNF123	ENSG00000164068	RNF123	RNF123	gene	0	0
RNF125	RNF125	ENSG00000101695	RNF125	RNF125	gene	0	0
RNF126	RNF126	ENSG00000070423	RNF126	RNF126	gene	0	0
RNF128	RNF128	ENSG00000133135	RNF128	RNF128	gene	0	0
RNF13	RNF13	ENSG00000082996	RNF13	RNF13	gene	0	0
RNF130	RNF130	ENSG00000113269	RNF130	RNF130	gene	0	0
RNF133	RNF133	ENSG00000188050	RNF133	RNF133	gene	0	0
RNF135	RNF135	ENSG00000181481	RNF135	RNF135	gene	0	0
RNF138	RNF138	ENSG00000134758	RNF138	RNF138	gene	0	0
RNF139	RNF139	ENSG00000170881	RNF139	RNF139	gene	0	0
RNF14	RNF14	ENSG00000013561	RNF14	RNF14	gene	0	0
RNF141	RNF141	ENSG00000110315	RNF141	RNF141	gene	0	0
RNF144A	RNF144A	ENSG00000151692	RNF144A	RNF144A	gene	0	0
RNF144B	RNF144B	ENSG00000137393	RNF144B	RNF144B	gene	0	0
RNF145	RNF145	ENSG00000145860	RNF145	RNF145	gene	0	0
RNF146	RNF146	ENSG00000118518	RNF146	RNF146	gene	0	0
RNF148	RNF148	ENSG00000235631	RNF148	RNF148	gene	0	0
RNF149	RNF149	ENSG00000163162	RNF149	RNF149	gene	0	0
RNF150	RNF150	ENSG00000170153	RNF150	RNF150	gene	0	0
RNF151	RNF151	ENSG00000179580	RNF151	RNF151	gene	0	0
RNF152	RNF152	ENSG00000176641	RNF152	RNF152	gene	0	0
RNF157	RNF157	ENSG00000141576	RNF157	RNF157	gene	0	0
RNF165	RNF165	ENSG00000141622	RNF165	RNF165	gene	0	0
RNF166	RNF166	ENSG00000158717	RNF166	RNF166	gene	0	0
RNF167	RNF167	ENSG00000108523	RNF167	RNF167	gene	0	0
RNF168	RNF168	ENSG00000163961	RNF168	RNF168	gene	0	0
RNF169	RNF169	ENSG00000166439	RNF169	RNF169	gene	0	0
RNF17	RNF17	ENSG00000132972	RNF17	RNF17	gene	0	0
RNF170	RNF170	ENSG00000120925	RNF170	RNF170	gene	0	0
RNF175	RNF175	ENSG00000145428	RNF175	RNF175	gene	0	0
RNF180	RNF180	ENSG00000164197	RNF180	RNF180	gene	0	0
RNF181	RNF181	ENSG00000168894	RNF181	RNF181	gene	0	0
RNF182	RNF182	ENSG00000180537	RNF182	RNF182	gene	0	0
RNF183	RNF183	ENSG00000165188	RNF183	RNF183	gene	0	0
RNF185	RNF185	ENSG00000138942	RNF185	RNF185	gene	0	0
RNF186	RNF186	ENSG00000178828	RNF186	RNF186	gene	0	0
RNF187	RNF187	ENSG00000168159	RNF187	RNF187	gene	0	0
RNF19A	RNF19A	ENSG00000034677	RNF19A	RNF19A	gene	0	0
RNF19B	RNF19B	ENSG00000116514	RNF19B	RNF19B	gene	0	0
RNF2	RNF2	ENSG00000121481	RNF2	RNF2	gene	0	0
RNF20	RNF20	ENSG00000155827	RNF20	RNF20	gene	0	0
RNF207	RNF207	ENSG00000158286	RNF207	RNF207	gene	0	0
RNF208	RNF208	ENSG00000212864	RNF208	RNF208	gene	0	0
RNF212	RNF212	ENSG00000178222	RNF212	RNF212	gene	0	0
RNF213	RNF213	ENSG00000173821	RNF213	RNF213	gene	0	0
RNF214	RNF214	ENSG00000167257	RNF214	RNF214	gene	0	0
RNF215	RNF215	ENSG00000099999	RNF215	RNF215	gene	0	0
RNF216	RNF216	ENSG00000011275	RNF216	RNF216	gene	0	0
RNF217	RNF217	ENSG00000146373	RNF217	RNF217	gene	0	0
RNF219	RNF219	ENSG00000152193	RNF219	RNF219	gene	0	0
RNF220	RNF220	ENSG00000187147	RNF220	RNF220	gene	0	0
RNF222	RNF222	ENSG00000189051	RNF222	RNF222	gene	0	0
RNF223	RNF223	ENSG00000237330	RNF223	RNF223	gene	0	0
RNF224	RNF224	ENSG00000233198	RNF224	RNF224	gene	0	0
RNF24	RNF24	ENSG00000101236	RNF24	RNF24	gene	0	0
RNF25	RNF25	ENSG00000163481	RNF25	RNF25	gene	0	0
RNF26	RNF26	ENSG00000173456	RNF26	RNF26	gene	0	0
RNF31	RNF31	ENSG00000092098	RNF31	RNF31	gene	0	0
RNF32	RNF32	ENSG00000105982	RNF32	RNF32	gene	0	0
RNF34	RNF34	ENSG00000170633	RNF34	RNF34	gene	0	0
RNF38	RNF38	ENSG00000137075	RNF38	RNF38	gene	0	0
RNF39	RNF39	ENSG00000237733	RNF39	RNF39	gene	0	0
RNF4	RNF4	ENSG00000063978	RNF4	RNF4	gene	0	0
RNF40	RNF40	ENSG00000103549	RNF40	RNF40	gene	0	0
RNF41	RNF41	ENSG00000181852	RNF41	RNF41	gene	0	0
RNF43	RNF43	ENSG00000108375	RNF43	RNF43	gene	0	0
RNF44	RNF44	ENSG00000146083	RNF44	RNF44	gene	0	0
RNF5	RNF5	ENSG00000228907	RNF5	RNF5	gene	0	0
RNF6	RNF6	ENSG00000127870	RNF6	RNF6	gene	0	0
RNF7	RNF7	ENSG00000114125	RNF7	RNF7	gene	0	0
RNF8	RNF8	ENSG00000112130	RNF8	RNF8	gene	0	0
RNFT1	RNFT1	ENSG00000189050	RNFT1	RNFT1	gene	0	0
RNFT2	RNFT2	ENSG00000135119	RNFT2	RNFT2	gene	0	0
RNGTT	RNGTT	ENSG00000111880	RNGTT	RNGTT	gene	0	0
RNH1	RNH1	ENSG00000276230	RNH1	RNH1	gene	0	0
RNLS	RNLS	ENSG00000184719	RNLS	RNLS	gene	0	0
RNMT	RNMT	ENSG00000101654	RNMT	RNMT	gene	0	0
RNMTL1	RNMTL1	unmapped-none	RNMTL1	RNMTL1	gene	0	0
RNPC3	RNPC3	ENSG00000185946	RNPC3	RNPC3	gene	0	0
RNPEP	RNPEP	ENSG00000176393	RNPEP	RNPEP	gene	0	0
RNPEPL1	RNPEPL1	ENSG00000142327	RNPEPL1	RNPEPL1	gene	0	0
RNPS1	RNPS1	ENSG00000205937	RNPS1	RNPS1	gene	0	0
RNU86	RNU86	unmapped-none	RNU86	RNU86	gene	0	0
RNY4	RNY4	ENSG00000252316	RNY4	RNY4	gene	0	0
RNY5	RNY5	unmapped-none	RNY5	RNY5	gene	0	0
ROBO1	ROBO1	ENSG00000169855	ROBO1	ROBO1	gene	0	0
ROBO2	ROBO2	ENSG00000185008	ROBO2	ROBO2	gene	0	0
ROBO3	ROBO3	ENSG00000154134	ROBO3	ROBO3	gene	0	0
ROBO4	ROBO4	ENSG00000154133	ROBO4	ROBO4	gene	0	0
ROCK1	ROCK1	ENSG00000067900	ROCK1	ROCK1	gene	0	0
ROCK2	ROCK2	ENSG00000134318	ROCK2	ROCK2	gene	0	0
ROGDI	ROGDI	ENSG00000067836	ROGDI	ROGDI	gene	0	0
ROM1	ROM1	ENSG00000149489	ROM1	ROM1	gene	0	0
ROMO1	ROMO1	ENSG00000125995	ROMO1	ROMO1	gene	0	0
ROPN1	ROPN1	ENSG00000065371	ROPN1	ROPN1	gene	0	0
ROPN1B	ROPN1B	ENSG00000114547	ROPN1B	ROPN1B	gene	0	0
ROPN1L	ROPN1L	ENSG00000145491	ROPN1L	ROPN1L	gene	0	0
ROR1	ROR1	ENSG00000185483	ROR1	ROR1	gene	0	0
ROR2	ROR2	ENSG00000169071	ROR2	ROR2	gene	0	0
RORA	RORA	ENSG00000069667	RORA	RORA	gene	0	1
RORB	RORB	ENSG00000198963	RORB	RORB	gene	0	1
RORC	RORC	ENSG00000143365	RORC	RORC	gene	0	1
ROS1	ROS1	ENSG00000047936	ROS1	ROS1	gene	0	0
RP1	RP1	ENSG00000104237	RP1	RP1	gene	0	0
RP11-165H20	RP11-165H20	unmapped-none	RP11-165H20	RP11-165H20	gene	0	0
RP1-177G6	RP1-177G6	unmapped-none	RP1-177G6	RP1-177G6	gene	0	0
RP1L1	RP1L1	ENSG00000183638	RP1L1	RP1L1	gene	0	0
RP2	RP2	ENSG00000102218	RP2	RP2	gene	0	0
RP9	RP9	ENSG00000164610	RP9	RP9	gene	0	0
RPA1	RPA1	ENSG00000132383	RPA1	RPA1	gene	0	0
RPA2	RPA2	ENSG00000117748	RPA2	RPA2	gene	0	0
RPA3	RPA3	ENSG00000106399	RPA3	RPA3	gene	0	0
RPA4	RPA4	ENSG00000204086	RPA4	RPA4	gene	0	0
RPAIN	RPAIN	ENSG00000129197	RPAIN	RPAIN	gene	0	0
RPAP1	RPAP1	ENSG00000103932	RPAP1	RPAP1	gene	0	0
RPAP2	RPAP2	ENSG00000122484	RPAP2	RPAP2	gene	0	0
RPAP3	RPAP3	ENSG00000005175	RPAP3	RPAP3	gene	0	0
RPE	RPE	ENSG00000197713	RPE	RPE	gene	0	0
RPE65	RPE65	ENSG00000116745	RPE65	RPE65	gene	0	0
RPF1	RPF1	ENSG00000117133	RPF1	RPF1	gene	0	0
RPF2	RPF2	ENSG00000197498	RPF2	RPF2	gene	0	0
RPGR	RPGR	ENSG00000156313	RPGR	RPGR	gene	0	0
RPGRIP1	RPGRIP1	ENSG00000092200	RPGRIP1	RPGRIP1	gene	0	0
RPGRIP1L	RPGRIP1L	ENSG00000103494	RPGRIP1L	RPGRIP1L	gene	0	0
RPH3A	RPH3A	ENSG00000089169	RPH3A	RPH3A	gene	0	0
RPH3AL	RPH3AL	ENSG00000282013	RPH3AL	RPH3AL	gene	0	0
RPIA	RPIA	ENSG00000153574	RPIA	RPIA	gene	0	0
RPL10	RPL10	ENSG00000147403	RPL10	RPL10	gene	0	0
RPL10A	RPL10A	ENSG00000198755	RPL10A	RPL10A	gene	0	0
RPL10L	RPL10L	ENSG00000165496	RPL10L	RPL10L	gene	0	0
RPL11	RPL11	ENSG00000142676	RPL11	RPL11	gene	0	0
