EX102193_RNA_L8_V1N	EX140477_RNA_L2_V1N	EX150743_RNA_L8_V1N	EX157833_RNA_L8_V1N	EX161328_RNA_L6_V1N	EX169285_RNA_L3_V1N	EX170637_RNA_L2_V1N	EX171518_RNA_L4_V1N	EX172638_RNA_L2_V1N	EX173983_RNA_L2_V1N	EX175931_RNA_L1_V1N	EX176166_RNA_L1_V1N	EX176721_RNA_L7_V1N	EX176795_RNA_L1_V1N	EX177230_RNA_L5_V1N	EX177867_RNA_L8_V1N	EX178108_RNA_L8_V1N	EX178643_RNA_L6_V1N	EX178682_RNA_L4_V1N	EX178815_RNA_L5_V1N	EX178996_RNA_L7_V1N	EX180745_RNA_L2_V1N	EX180995_RNA_L3_V1N	EX181583_RNA_L6_V1N	EX182339_RNA_L4_V1N	EX182678_RNA_L2_V1N	EX185376_RNA_L3_V1N	EX185863_RNA_L6_V1N	EX187488_RNA_L6_V1N	EX142848_RNA_L4_V1N	EX149585_RNA_L7_V1N	EX170045_RNA_L1_V1N	EX171517_RNA_L2_V1N	EX171721_RNA_L3_V1N	EX172587_RNA_L8_V1N	EX172588_RNA_L2_V1N	EX177582_RNA_L6_V1N	EX180922_RNA_L8_V1N	EX183838_RNA_L3_V1N	EX184151_RNA_L1_V1N	EX185255_RNA_L3_V1N	EX186006_RNA_L8_V1N	EX186192_RNA_L7_V1N	EX186931_RNA_L7_V1N	EX187890_RNA_L6_V1N	EX189608_RNA_L7_V1N
g1798	-0.422991184435226	0.761098704533724	0.352420496132085	-0.526231676049884	0.384841173649119	-0.068189441215269	0.262078249964377	-0.375420438867716	1.12726306956705	0.428338154779132	0.243033051280805	0.164060862087963	0.727426657165312	1.40435381776558	-1.44553961214054	1.53975879883538	3.33366630671691	0.0734514632980992	0.400785904504685	-0.69802699062174	0.480359411009756	-0.410079462363399	-0.482480460731287	-0.320641207923882	-1.50874041287097	-0.263164522224207	0.838274521972187	-0.118578490343276	-0.214799442403974	-1.00349768398956	-0.599145755919534	-0.253718580477433	1.91100099155004	-0.49747793907894	-0.476078730975427	-1.05589423191737	1.26334848713932	-1.56805219913665	0.539469867514459	-0.0334393622678982	-2.53642762547245	-0.888327389148856	-0.765171611700276	0.28903620160861	0.481938401606841	-0.473890140405677
g1799	2.08085284753479	-1.35291544683955	-1.83632705426186	-1.83358931987368	1.08553960236013	0.0919795075312973	-0.319382506543395	0.421787035947533	0.512796669438501	-0.882227766756402	-0.467091859387845	0.432954167583515	1.31722174443252	-0.119114460925968	0.657821548677511	0.390509091858581	0.404388218527122	0.627284674813931	-1.23876065415964	-0.302734213952576	0.00886192949205809	-1.60174181537904	-0.303450787083062	0.369450574714233	-0.476797127843434	-0.327551627408	-0.175107457121646	-0.62162420668953	0.3890273810413	-0.385373178350217	0.15956036102254	-0.135968078922564	1.85257304746154	-0.181565297847427	0.0156276248938061	-0.599835971084267	2.36110110892627	-0.552083304986502	0.0533921536885013	-0.418625672920005	-0.476023441378321	-1.1557687564161	-0.741298102999143	1.46641450725546	2.48545584108959	-0.679641529160562
g1800	0.762570657628289	1.07305860992274	0.372099450564257	-1.73791202323637	-0.143372925556083	0.183179194709791	0.855125630108469	-0.576801112563093	1.58265911838625	1.96611286996662	1.03730997205126	-0.387706013043893	1.22002462468392	0.0672194520432033	-0.239230196393755	0.924756131852039	0.720962413013132	0.471747379924459	-0.676859907566104	1.21677672360302	0.668992736221997	-1.26046313704021	-0.40555572121487	0.0863503842146495	0.141348899879244	-1.99457250095688	-0.423495815670026	-1.88759866191371	0.0648979643582106	0.058068511630754	-0.767692721234734	-0.277993266872982	1.1409335594775	0.82556420931403	-1.34361991715707	-0.152041700964406	0.540701580917421	-0.430256723283344	-0.103972734941347	0.315575040078161	-2.71573997269389	-1.79702644428444	-0.149208057376785	0.124292727255452	0.313300258856513	0.737491453302621
g1801	-0.581712361492255	0.479918298695729	-2.35573070776619	0.535799143532606	0.0359871144708248	-1.38788452112361	-0.0522356145521382	0.1385488887116	1.8493211037856	2.08570809866961	-0.224518771753757	-0.865651319327737	1.84292597834786	0.499940049369833	-1.49962932918647	1.25642956252253	0.741353015496855	0.165154143504246	-1.24142611827189	-1.16018315804008	0.700365261402105	0.0761780235585835	-0.821089471962639	-0.876839734745918	-0.957846536868781	-0.0635658161011509	-0.260231855536747	0.945124605627802	-0.86329754386705	-0.766087726672077	0.612275762379619	1.18090814846824	1.24410669029099	-0.732032598799922	-0.124001579414851	0.445344076595884	0.924947885653803	-0.807863643448658	0.567274551087527	0.853506939595949	0.0588833032541247	-1.46337364503401	-1.44478717876014	-0.161039107716216	0.640634770801302	0.830392924619072
g1802	-0.109850150774731	0.613820240138195	-0.547782206889873	-0.750117396776139	-1.31491708641071	0.248202606305143	1.13961972178264	-0.140063715347368	1.46862688369899	0.638638552505276	0.686049814395594	-1.50885022988937	0.735853871733841	-1.20921452031049	-0.912520087903317	1.53362990672989	1.92850415830277	1.24171463689312	-1.0631992313473	0.606241160921779	0.30816508819058	0.396258054791737	0.642277656694143	-0.867232706811167	-1.30969061460866	-0.880148129026437	0.337826041024827	0.546386300906615	-0.183239838018288	-1.77880615904317	0.830427682518711	-0.433091513542075	1.55565459672314	0.782166715661386	-0.664459710146298	-0.105392364490901	1.31833613127904	-0.399893833307658	1.19861139829579	-1.39344715758488	0.408064613528671	-0.0248870144557585	-2.10027301498631	-1.27615610589225	-0.0979331283376678	-0.0939099171210492
g1803	0.647119595609792	0.504119719513147	-0.697690422895758	-0.903534594108708	-0.00689961787558611	0.233638498963753	-0.504107842824625	0.40387824543958	0.259518339178943	0.0434625612988039	0.763879407972752	-1.16282550385266	1.80641803984081	0.149970212301826	-1.73660265714527	1.51298530243438	0.948200159750216	-0.490197613498103	0.412344989693022	1.10635332867752	-0.849706960731647	-0.824582932183342	0.523790677251366	-0.422270153737208	-0.148704771466788	1.90804240407806	-1.08813331743624	0.588947032999016	0.482086497361419	-1.12542848366752	-1.20388518491409	0.0544279785562203	0.911462602881393	0.460711729790607	1.49274018231721	0.191782317729125	2.6298236304949	-0.774714431694666	0.72591237320518	-0.318829327980887	-1.26648128337683	-0.513300544931878	-1.7160379264876	-1.02724347146698	-0.723493665749943	-1.25694511931272
g1804	-0.724388606087147	0.727366460178599	-0.940472980048642	0.299625299634351	-0.668685550752112	0.323191775307977	-0.189972323056508	-0.485119299901247	0.581650730545665	2.31656815141522	2.03965549365481	-0.794249829289046	1.85940758364893	-0.810707131293154	-1.87392956397576	0.256336129189886	0.498836153918964	-0.867936285294326	-1.65996408297978	0.146251018737547	2.03541876431353	-0.676095702398185	0.320824090170765	-0.920658715452212	-0.0913155244456224	-0.270645439220485	-0.587569337105091	-0.298304647968682	0.393805723709817	-0.3208921694172	0.025295842922846	1.70896061162013	-0.138587150089155	0.584077090792334	-0.257521747251917	-0.67055163475693	1.72927007489648	-1.94467328375232	0.823094139619981	0.279708853088354	0.18138129579631	-0.718994553296668	-0.0488789132592452	-0.976674153853916	0.612738522837287	-0.80667518105444
g1805	0.300830450269909	0.482536190237447	1.02658219646738	-1.05876436754393	-1.73072557318628	0.497776542696837	0.200944307140273	-0.363018514746176	0.168809234292041	2.46622045534822	1.14301592173163	-1.15718194527136	-0.104603367376011	-0.682587844542216	-2.84706101466593	0.544656420282391	2.04922496715418	-0.425860553115028	-0.241238835572791	1.08807847812649	0.278143986390861	-0.881900823558472	-0.578778796948814	0.192701083368393	-1.24469048549736	-0.763085501956759	-1.03873582616706	0.65387215694913	0.0841984282235538	-0.642933999601504	0.0218957710269017	-0.803701006616243	1.39186259744308	0.276982880573705	-0.0481574255081163	-0.00078918673606478	1.12334255658259	-0.039810004305163	1.74125927358521	0.616694191211303	0.107825391213119	0.099115883005834	-1.13778075463065	-0.0168699817862802	0.522392619372285	-1.27068617336056
g1806	0.792901369819153	0.234738573621036	-0.807911006579383	0.191640568379281	-0.399103684556611	-1.04705993755424	0.941047349770188	-0.570049816850787	2.64905154397634	1.99851398826971	-0.546006786107153	-0.416953807332271	1.37911835495314	-1.31656268884201	-0.617285675074661	-0.321508169803471	1.03081791009486	0.472810313292725	-0.478519896804919	-0.73798727180999	-0.213624270973675	-1.87793257028909	-1.44834209825384	-2.28722647969917	0.0141579708011825	-0.0917348167050645	1.54435582359251	-0.175024912946265	-0.22515535742472	-0.0983606837857664	0.454823585008568	0.315875942563234	1.18669871074504	0.906770753606071	-1.33723126351711	0.714286646019156	0.944684041235029	-0.0894349697932237	-0.568218566738345	0.124635313710643	0.918291298340916	-1.06733366152787	0.132475319772739	-0.0918240229686672	-1.06412546119095	0.946822499557744
g1807	-0.407037074386546	-0.11535411261016	-0.84633338414165	1.02936574278991	-0.487605119574124	0.246978116310373	0.180209452026805	-0.278984110718087	2.06366552107639	0.627507633664164	1.23204624864486	0.0453129268286494	1.56090048561382	-1.52183864590065	0.871198877892862	0.878159953713202	2.46255758773667	-0.0454387975445	-0.262399836800868	-0.44138370678687	1.0972982024298	1.43839511346802	-0.448417033268308	-0.776541732826406	0.667005485402135	-0.407028337505711	-1.51348831868214	-0.846893849266255	0.200124067574867	0.257622242495886	-0.408295198740391	-1.07221791613456	0.829292013607556	-1.1259511204375	-0.471747100576558	0.632879368200224	1.91372140922569	-0.944660812768131	0.215163145884702	-0.664024641319538	-1.54326634343075	-1.01078925459324	-1.49098821940724	0.204956742628736	-1.13802818434626	-0.385647485448861
g1808	-0.61841163317988	0.383125773358824	0.239391747941297	-0.816442677217291	-1.56629879258554	-1.33397039892786	1.92676463807558	-0.216410820780425	1.58064791395034	1.06883881788917	0.102901261061199	-0.496805734038218	0.624460754733032	0.172183637496365	-0.431742613823687	2.19018319612955	0.93736881673124	-0.202086787721895	0.586769491661214	0.496350621663327	0.989551340912021	-1.16149762566461	-1.66491947877643	0.406781523054691	-0.876128516554706	-1.90601368222428	-1.0688013715433	-0.357366221330804	-0.561978222054887	-0.164742314945444	-0.16876331105838	-0.442528551110106	1.79950982675097	0.275388968405266	0.636917491718616	-0.926490790638939	-0.0301167225101307	0.207571826048249	1.99099533898622	0.861467789536364	0.644993931572715	-0.126555157832367	-1.1355996769068	0.259857420194298	-0.830582286583801	-1.27776873986076
g1809	-0.330826246472671	-0.078716368745592	0.684405056809478	-0.33832654385994	-1.0808987099818	-1.33379195976506	0.0618710535174265	1.22114729594693	1.22879365585053	0.685120142951419	0.57720628617097	-1.35471940189001	1.48071290236776	-0.219651701382733	0.316574319514017	0.925746243563565	0.796666236521427	0.258594664258907	0.497002700106702	0.725190466389445	1.35526942959105	-0.804264712528769	-0.0491779143387777	-1.62950696666621	-1.23774216633571	-1.22576778230701	0.363519690242903	0.66061234543508	-0.712402302083977	0.148852422557679	-0.256686553751848	-0.793706291253889	1.79578766743637	0.470499128188406	0.714644746560831	0.325617206850407	1.29976041380947	-1.66028545843362	1.71605328321118	0.730819512730216	-2.23006601142209	-1.64161500905352	-0.905947857665003	-0.126761923089615	-0.666836655334424	-0.36276833421991
g1810	-0.6928130841272	-0.325633094050768	-1.83915673421335	-0.784924931494645	0.143503314514823	-0.943323377415266	-0.428348482880302	-1.22881770750468	0.68151552296316	-0.173551597577081	-0.0873975284359546	0.218075457476238	1.34974649808828	-0.928348638575535	-2.24522732225702	0.528462438962512	0.675054726774807	0.932045557274617	-0.194983400204035	-1.00062394897527	-0.329865332236159	0.319409704710248	2.06290991355323	-0.355247889004553	-0.679238710500341	-0.187105002477711	0.520686763170322	0.827762824695023	-0.323844401053607	-0.303487526888197	0.429022515434498	0.407024231464957	1.22728648305315	-0.292969155683581	-0.340158390628231	-0.539946798859701	2.40086940105446	-1.4308499195226	1.8308842899546	1.9165559236601	-1.50140545118891	-0.600441464077454	-0.0525810626126669	0.630875343737698	0.669962474051078	0.0386375678510019
g1811	-0.762509774998147	1.21436224747682	0.216830826713895	-0.340962228765192	0.0162957121049425	0.00632213345205755	-1.6893429325607	0.504097189389468	1.1353259794136	1.98347117304613	1.32871691111046	-1.79160036841851	1.54467250433048	-0.117685539837335	-1.12136685068979	-0.472192106967135	-0.263378179622297	-0.608001835665108	0.569227298062393	-0.375773210688435	0.0932818720372758	-0.217444680679473	-1.31039056113353	-0.554325890795567	0.459621780959301	-1.34884692841651	-1.29725004198096	-0.0797705517155302	0.947387022745572	0.0142141413788637	-0.67150524519135	0.285259605911406	2.30266703380925	-0.413858661069286	-0.2031979516659	0.564207063176879	1.15129587968478	-0.872787120975583	-0.572929751927723	0.820531454514387	-0.417249781494436	0.466374331968859	-1.16520244046301	0.0478031476548693	2.2712073836601	-1.27560005688028
g1812	-0.265937344651568	1.41173241850007	-0.820809656152183	-2.15127356753301	-0.626404792776202	-1.37085857126049	-0.311505927989917	0.355995778415315	1.52032597915795	1.08390861908974	0.538448212701805	-0.454897470059076	1.35815892764459	1.14447555884458	-0.313523762427677	0.710067878482047	1.24223125941936	0.680508710025581	-0.154582572568379	-0.965393226912844	1.12660384739682	-1.01176447325294	-0.202548870050245	-1.3090247566024	0.128541544307584	-1.60925534473507	-0.21470108599416	1.2068717760908	-0.84665784127835	-0.80882491504391	-0.55422793942759	-0.701120326612191	1.70826046297856	1.36989611248506	-0.433070354635264	-1.1464860296915	0.684270573252386	-0.365589759316386	1.26089453200777	0.918284944548132	-0.960753080150648	-1.60202290659878	-0.0367408091466697	-0.57726674303345	0.788812009113222	0.576952983439537
g1813	-0.406300947562023	1.07840971416903	-1.06260920582736	0.120187538776088	0.950138067716136	-1.11104453358863	1.08183736429194	-0.561059189882813	0.92722071908078	1.75700039108725	-0.0767722829313493	-0.427919619874116	1.31650120155821	-1.6828023506881	-0.118472790055996	0.731841102942101	1.81475868425217	0.0505585863592164	-1.03515344292935	-0.24168701298442	1.42345823220048	-2.38412854964793	-0.689267283372626	-0.290375331360255	-0.211517563751866	-0.939277317315491	0.234466251458566	-1.22838555455324	1.35717962738379	0.286457345161459	-0.17952196442537	0.225096045160723	0.359466848729689	-1.71571009069487	-0.895002554202383	-1.70417400288922	0.950739363763057	0.0440991875257608	1.53795317682071	0.46461334055164	0.314500643335207	-0.0366708768307385	-0.123798497148323	-0.94835300770126	1.08642861621758	-0.0429080783238377
g1814	0.0796969314565613	1.15008113486032	-0.503182972244813	-1.20343182290914	0.0223638432069001	-0.418498433394359	0.792679523716793	0.576903944081412	1.66410008153978	0.667888037194161	-0.260906973181951	0.654215673118967	-0.088135428305269	-1.4830767281565	-1.36987558697434	1.6404521539214	1.82611473637988	0.122623321401149	-0.703476506219077	-0.883221754524035	0.50630232989329	1.09935835558028	0.119915022573771	-0.163043867285787	-0.572958358339734	-0.0256707802291488	0.87128225353167	-1.0032218866599	-1.17569105580116	0.138578921672402	-0.205286787405839	-0.899081079051909	1.33984884001353	0.256089924942231	-1.63393971526518	-1.19948092963919	1.91697268932255	-0.207493461416056	0.881109684353832	1.03459130518311	0.00762495885579185	-2.12045193697299	-1.91609333391971	0.325168722856545	0.212417703198735	0.129839305041029
g1815	0.309727386152744	-0.434114627054217	0.171134039196341	0.556942410705835	0.634309719468288	-0.229008497247321	1.05201485260639	-0.335623320867088	1.83439076513223	1.91200004821206	1.51984109146732	-0.680926488394619	0.662550814263019	-0.493368958869315	-1.27735169665649	0.561482959575903	2.89086729247711	-0.394546193347707	-1.01071716695449	0.714794246113371	-0.213788113282761	-0.289147677386713	-0.903709035887467	0.0363468553364746	-1.23914919339509	0.674217983161114	0.348212109857968	-0.560777761096469	-0.906618554953397	0.22681747836703	-0.310727309193404	-0.180978975763912	1.17700937040183	-0.162715846081965	-1.49494279274292	-1.4694964433398	0.272017791041627	-1.16668486357606	2.11960822256802	0.266338212672249	-1.07234616524649	-1.36976230772765	-0.225245647060318	-0.145530282859736	-0.611661994412464	-0.761683735379064
g1816	0.405405248566402	1.01249444498276	-0.108728429021377	0.0245141887857156	-0.526510281193352	0.776678157665359	0.155688087395994	0.670530572537854	0.559046009338039	1.74541310998985	1.32865873828851	1.70031080023593	0.134477872495644	0.648408233410518	-2.4075959221224	0.700988208505775	1.15263821301453	-0.276930433193634	-0.41716183927922	-0.881640351730584	1.40943295906888	-0.0550597827925966	-0.248174060444917	-0.40280372800557	-0.685956996457106	-0.69297738002079	-1.09148365744756	-0.267108484402696	-0.516836381227996	-1.00183712148166	0.678120921998365	0.835198550668134	1.38667606416939	-0.377343095489192	-0.49521067082847	-0.606217460619023	1.88095893384916	-2.02495119358026	0.434757681215384	0.3325351581549	-1.14491040369812	-1.71407534744541	-1.48411934148822	-1.00179606549097	-0.168671029489488	0.625167302613511
g1817	0.70059287318629	-1.43093096370387	-0.198885154323897	-1.118796132281	0.681064470415275	-1.03113910586988	-0.796577695479244	0.990651124140192	2.22124787478985	1.66720352366378	-0.191846669679308	0.941111403860136	0.764921101169168	-0.493463446311306	-0.653904395204173	0.747225785887782	0.237630357412102	0.288054453098971	-0.45713721828694	-0.354539080766422	-0.101821354528141	0.640454210389274	1.0705261377984	0.0612411425596076	0.893652051570678	-1.56711407677511	0.41358504229595	-0.340250623590545	-0.318560465242573	-1.1740265862571	-0.751677360107929	-2.0712274286873	1.82391354094379	-0.123304290779031	0.567623487448355	0.390063557791661	0.868966253045477	-1.39319407941239	2.06832824918503	-0.873416271395303	0.444051237929196	-0.448115310872379	-1.09079945595635	-0.3251779359362	0.338662895241501	-1.51486567237605
g1818	-0.147531519346479	0.156105619849134	0.354579118871139	0.129488418543717	-0.402937528108521	-0.983564502325107	1.44549200921099	-0.768439433440062	0.354795202262361	2.81064882145308	0.164728722944597	-0.845941163540617	1.57494983483415	-0.0902479480597083	-1.16218798199039	0.459264545478965	1.67387018174472	0.226481539147435	-0.42384458189869	0.432204754775865	0.937278177334253	0.508155320589243	-1.14819750102646	-0.941672384645943	-0.447462964516037	-1.58620678869381	-0.0376899173036292	-1.35499535379614	-1.38531977708257	0.743886222338168	-0.309706395983697	1.47539596816245	1.36986586987527	-0.221354435062971	-1.05983918469777	0.562278231568199	1.78734362064726	-1.55097642109491	0.278155196182769	-0.651508314264673	-0.310198161551077	-0.543435599430799	-1.29280772505609	-0.609549083848573	0.21982467436975	0.61082261658121
g1819	0.793058120216456	0.38869557481835	-0.848649987790843	-1.73083367655057	-1.78407913262976	-1.66161518667618	1.7953840040912	0.446859742662738	1.12585936334957	0.500385115146512	-0.320420183153893	0.885151437358759	0.952878530279871	-0.154544753669213	-0.588421678334742	0.507679522479799	1.98315204345825	0.889037192373124	-1.39722382213375	-0.971470332327098	0.976375682964813	-0.897111136107887	-0.157245953723951	0.158029228543028	0.598449046718535	-0.831864432866349	-1.2502063350246	1.29946520459106	0.698236772833765	-1.35290517998798	0.410002248573422	-0.447063827640936	1.14254445722913	-0.605362005246309	-0.132595998940815	-0.158146340001882	2.08169302099065	0.39749454700681	0.904173724973892	0.254396190743554	-1.07854012359259	-1.03179027390499	-0.544614677134976	-0.479598387202504	-0.951268730528707	0.18657138376722
g1820	0.831094355248306	2.05604607390474	-0.333444879934374	0.156564280265366	-0.31758306292644	-0.222526374559491	-0.0612956140121923	0.252684031652555	-0.387303001027772	0.707405690733465	0.84538651200076	-0.240890444563683	1.62666317273225	0.507766653836645	-0.355375820605331	0.99317678169252	1.5317441607191	1.13426458731361	-1.7516237108531	-0.0964339703409407	-0.592917838604609	-0.718000952006007	0.245302895107783	-0.353698649334507	0.27832136281705	-0.218818332815479	0.0308302402005918	-0.390410131679654	0.448205885841204	-2.22575558114697	-2.13181712899603	-0.609309231828768	0.21378189612045	-1.04121904405147	-1.00780951717174	-0.578720962463971	3.15114626211263	-1.58265741194971	-0.215538568126026	0.239811229408929	-0.209693148590028	-0.170690398001191	-0.276427921370724	-0.418632786607417	0.486063552233246	0.772334859626431
g1821	-0.435193135504597	0.787370117112875	-0.656145477634891	-0.166203924454577	-1.62086893599703	-0.326509245163142	0.461019400987585	-0.209908605462946	1.23896469342452	2.09480869063101	1.77000057476182	-0.50153997276779	0.854337710750907	-0.517022451799627	-0.405033624602156	1.69497766571723	2.04612151361282	0.666107330445226	0.290591582098612	0.896374336367313	0.104437284988053	-0.466101420783931	-0.619643047711517	-0.130004175253507	-2.09134976552486	-1.26015090018874	-0.811901597804596	0.498909476589341	-0.0821211561151085	-1.16451627148952	0.0889448916559091	1.15718471527039	0.468199463977268	-0.17122971711639	-0.940598602237625	-1.25701603957233	1.59604392897311	-0.131297889033174	0.945099380605031	-0.675729133206833	0.150281459511118	-1.41567845873478	-1.37266200019174	-0.83523296273036	0.635567925145481	-0.181683631543858
g1822	1.77519894244163	0.0498700537951985	-0.401273627094607	-1.192975904174	-2.01925434089283	0.743672829415932	-0.40146227481972	-0.0592982925018109	1.25679386836837	1.30158950243805	1.06288542787056	-0.894209062769051	0.50560904352512	0.290422888917162	-2.8490540137612	2.45414832543434	0.727999073722073	1.30096172160253	-1.12823761879184	0.720255088965721	0.786111358099088	-0.489400217347016	0.024961731605931	0.159973466730737	-0.89749964387867	0.703123238382494	0.322726072305037	-0.758423359819425	0.486352679027948	-0.562984703888664	-1.22489610298361	-0.0939940071619387	1.01110108690449	0.526896216804778	-0.118429580964144	-0.99401276216	0.542823522665039	-0.645945357268652	0.00047461711664156	0.817838165125867	-1.13140249268686	-1.02183771681206	-0.232439533712443	-0.720192753390751	0.471199488063904	-0.205765042449355
g1823	0.751156560028642	-0.545579650523966	0.0975569926726447	-0.371758604361663	-0.333033639691469	0.0157239139234033	0.523062426468261	0.658980975782967	0.738189224579049	1.3739604012927	0.425562918300198	0.0463597930600888	2.02440476404847	-0.757699890233922	0.593764327364738	0.327681405466814	1.82868562997233	0.295626085917001	-1.72831668013149	-0.392699447162769	0.0241127874724431	0.243656141544383	0.222625030224106	-1.54533591531433	-1.36684049711252	-0.0479963604083924	0.0281304248508478	-0.272483345601109	-1.46046308482824	-1.61533827365928	-0.116289011171576	-1.11761650339512	2.25460619337338	1.03993477254987	0.681674615165996	-0.598821959704917	0.70279273868927	-1.78152642547905	1.96921631045368	0.703905328630117	-1.425044770521	-0.347738525191651	-0.144804799908007	-0.642508325194109	-0.0750247648594074	-0.884449287377406
g1824	1.50199010178464	0.798071980533204	1.20471085279317	-0.539070470429111	-1.1217617442594	-0.870780274057361	-1.22060514200052	-0.234579257020047	1.05790229989616	0.876024337251366	-0.801281125472343	-1.03691661154808	1.97156252793916	-1.04612914170979	-0.761026418378064	-0.565248390814189	1.20228347694436	-0.283845423644624	-0.534144666574052	1.11003042401888	0.353184740749054	-0.98407090287216	0.186930494058335	-0.267450910666686	-1.6111095305398	-0.871821410037661	-1.09475358097785	0.472219472447836	0.0205384853228954	1.07252671303782	0.522916260069142	0.948767363579206	1.46875310049307	0.353749339250464	-0.189751948894393	-0.415878176094681	2.27781505067659	-0.113610666464375	0.483380917555856	0.448972912039546	-0.173038717605933	-2.55882928949557	-0.339636243143553	-1.01163228615356	0.358958589516691	-0.0443171111036456
g1825	-0.476705958898404	0.779068310772037	-0.153112187616366	0.770462283646149	-0.565469248962332	-0.63783529133232	0.352247275464564	0.0174853866657069	0.185725915774627	1.48992847767607	0.916282230190466	-0.583442618869767	1.25809757211085	0.404263673160749	-1.36882480651179	0.987487660017651	2.07250860658851	0.318922403098354	1.06379513144155	1.46955367795492	-0.400464507149715	0.0358269632894916	-1.12921119487844	-0.574663877320527	-0.676965743547762	-0.768969387550305	-1.13323804936935	-1.96923723187543	0.475645328416252	-1.55350519179423	-0.104802586127255	-0.172600970552414	1.30977022142252	-0.933889728434694	1.43318826522365	-0.0632138156239686	-1.02474653253225	-1.50335447356893	1.55600999804221	0.433450100894528	0.500840806352546	-1.18104683181019	-1.40146878799625	1.33958740767426	-0.532782639415888	-0.260596034139074
g1826	0.292842262363774	-0.366456962817958	-0.384970148675049	0.911806637501529	-0.510268037669986	0.105424833055765	0.907274614234599	-0.0340718669604692	0.208034716373454	2.20320776867702	0.325272606740705	1.49292039372332	0.041886505566862	-0.33283798109411	-0.433895407434146	0.28660787857379	2.03826896111733	0.165592677720308	0.108736699762997	1.56693222025835	0.370262594257954	-0.0528049982123957	-0.305537713772795	-0.534438167800601	-1.14172908868558	-0.326747229526729	-1.21002592037443	-1.64666585637094	-1.62237909067018	0.411376721983539	-0.262242328416506	-0.356258238885618	2.22553683150884	-0.377178772740521	-0.235855828394119	-0.813074428149013	1.3577874707899	-1.67276500504081	0.0712195082810929	1.34174167792461	-1.67632804521874	-1.98374957592549	-0.116732336514003	-0.456798194921349	0.102572531932084	0.318505111923711
g1827	-0.754212296754588	-0.232835617117179	-0.0749545343389485	-1.9978276749466	-1.05235295867892	-1.60238190099833	0.754252798650703	-0.137599259842706	0.703767667491802	1.08440998505235	0.880156430479065	-1.48210378417224	1.84881383255205	-0.511799863011695	-0.951827174117767	0.318054377579319	1.36530684301176	-0.408385358851504	-0.51178687385429	1.18498776377649	0.298172925480659	0.637015183910659	-0.361930675052913	-0.914962273467267	-1.81714556841796	0.57981543398651	1.20167465654592	-0.425439585189875	-0.35926491604925	-0.299842266030682	0.2612363058993	0.158008965670485	0.823600663764482	1.68349435100283	-0.0407373250179434	-0.857699732440645	2.37601810717331	0.505755246950815	0.499886595622793	-0.461718454796573	-0.600015446585024	-1.84138766089273	-0.672752999503447	-0.255008539028758	0.956222167446163	0.505322437110363
g1828	0.574161068446248	0.486847598621182	0.02813551479461	-1.9935224653254	-1.78119330692342	-0.989752712359888	1.29671548248967	-0.586408061821455	0.830564909932886	1.65732457154247	0.952722785162832	-0.979580138592558	0.650683600761909	-1.876320107396	0.0609649094203181	0.884661753552047	1.75939865814858	-0.198209914689145	-0.705893896933799	0.718716619043252	1.09976668208857	-1.15256667607967	-1.16695662283473	-0.452376085933408	-1.28113359250453	-0.163525525703828	-0.643456103540012	-0.628806409837464	0.826473431148568	0.103403838940801	0.226442717440753	-0.0451554278744535	1.03903167914704	0.91197085074029	-0.0561405728148951	-1.33751629170229	2.1728209660569	-0.13356279490345	1.42827304715393	-1.05207645291596	-0.0777429381506916	-0.37246709008365	-0.569513951114826	0.672961247381241	0.282653055920877	-0.420817847899448
g1829	0.246628748431791	-0.376148692352985	0.465732876581297	0.00657675780140333	1.03912329434696	-0.943691346425163	0.0593688973534976	1.32241296850951	1.48390482588525	1.28812510263728	0.517643975670566	-1.8468425432927	1.67049358650301	-0.640653752124359	-0.971489423923799	0.44266670617562	2.10838808512553	0.185420181084372	-1.09627179277828	-0.30687514323886	1.24658754958837	-0.589223050562554	0.463368528294004	1.49042209925822	0.545172969023124	0.322729815727504	0.359692288289249	-0.143619380514861	-0.838537345680816	-1.52685896537056	-0.850905602153607	-1.62591273365251	0.924514215276896	-0.366342586187588	-0.257160826789291	1.26691123311976	0.559315123767149	-1.00037468402211	0.362822587361305	1.06544581934731	-1.04872014362969	-1.02712274920421	-1.63401423597608	-0.776121156344812	-0.772328906746642	-0.804253174187508
g1830	-0.369715235812371	1.31897197751942	-0.654173548578247	0.348918654978434	-0.067173627633912	-1.23341979042158	0.246885787686904	1.10301094620451	0.396738107843633	0.046152832685813	0.0212698885621329	-0.23719552530924	0.16396021602242	-1.65276494087429	-1.56531025663249	0.921281445302048	2.34619933591541	0.774186653451402	-0.845866093861567	0.944989272604983	0.863197511865052	-1.32328657899167	0.832944764661565	-0.613382527047087	0.630536628337502	-2.11083559820917	0.128103712492374	-0.871454212160861	-0.017091238125975	0.0546163008530613	0.258104415614529	1.13745564330605	1.39996462212368	1.05961803775171	0.21743356358147	-0.777970752648608	1.15603424012765	-1.03430396511565	0.934057008117793	-0.056869510873216	-0.0201322889182382	-0.790528821908075	-2.43485119789884	0.414693514325559	0.163507871867834	-1.20650724278185
